Product_Display_Name,GUID,Service_Plan_Id,Service_Plans_Included_Friendly_Names
Dynamics 365 Project Operations,98619618-9dc8-48c6-8f0c-741890ba5f93,874fc546-6efe-4d22-90b8-5c4e7aa59f4b,Power Apps for Dynamics 365
Dynamics 365 Project Operations,98619618-9dc8-48c6-8f0c-741890ba5f93,7e6d7d78-73de-46ba-83b1-6d25117334ba,Power Automate for Dynamics 365
Dynamics 365 Project Operations,98619618-9dc8-48c6-8f0c-741890ba5f93,113feb6c-3fe4-4440-bddc-54d774bf0318,Exchange Foundation
Dynamics 365 Project Operations,98619618-9dc8-48c6-8f0c-741890ba5f93,0a05d977-a21a-45b2-91ce-61c240dbafa2,Project for Project Operations
Dynamics 365 Project Operations,98619618-9dc8-48c6-8f0c-741890ba5f93,c7699d2e-19aa-44de-8edf-1736da088ca1,SharePoint (Plan 1)
Dynamics 365 Remote Assist,7a551360-26c4-4f61-84e6-ef715673e083,0850ebb5-64ee-4d3a-a3e1-5a97213653b5,Common Data Service for Remote Assist
Dynamics 365 Remote Assist,7a551360-26c4-4f61-84e6-ef715673e083,4f4c7800-298a-4e22-8867-96b17850d4dd,Microsoft Remote Assist
Dynamics 365 Remote Assist,7a551360-26c4-4f61-84e6-ef715673e083,57ff2da0-773e-42df-b2af-ffb7a2317929,Microsoft Teams
Dynamics 365 Remote Assist HoloLens,e48328a2-8e98-4484-a70f-a99f8ac9ec89,0850ebb5-64ee-4d3a-a3e1-5a97213653b5,Common Data Service for Remote Assist
Dynamics 365 Remote Assist HoloLens,e48328a2-8e98-4484-a70f-a99f8ac9ec89,4f4c7800-298a-4e22-8867-96b17850d4dd,Microsoft Remote Assist
Dynamics 365 Remote Assist HoloLens,e48328a2-8e98-4484-a70f-a99f8ac9ec89,57ff2da0-773e-42df-b2af-ffb7a2317929,Microsoft Teams
Dynamics 365 Sales Enterprise Attach to Qualifying Dynamics 365 Base Offer,5b22585d-1b71-4c6b-b6ec-160b1a9c2323,3ae52229-572e-414f-937c-ff35a87d4f29,Dynamics 365 for Sales Enterprise Attach
Dynamics 365 Sales Enterprise Attach to Qualifying Dynamics 365 Base Offer,5b22585d-1b71-4c6b-b6ec-160b1a9c2323,113feb6c-3fe4-4440-bddc-54d774bf0318,Exchange Foundation
Dynamics 365 Talent: Onboard,b56e7ccc-d5c7-421f-a23b-5c18bdbad7c0,2d925ad8-2479-4bd8-bb76-5b80f1d48935,COMMON DATA SERVICE
Dynamics 365 Talent: Onboard,b56e7ccc-d5c7-421f-a23b-5c18bdbad7c0,300b8114-8555-4313-b861-0c115d820f50,DYNAMICS 365 FOR TALENT: ONBOARD
Dynamics 365 Talent: Onboard,b56e7ccc-d5c7-421f-a23b-5c18bdbad7c0,048a552e-c849-4027-b54c-4c7ead26150a,DYNAMICS 365 FOR TALENT: ONBOARD
Dynamics 365 Talent: Onboard,b56e7ccc-d5c7-421f-a23b-5c18bdbad7c0,113feb6c-3fe4-4440-bddc-54d774bf0318,EXCHANGE FOUNDATION
Dynamics 365 Team Members,7ac9fe77-66b7-4e5e-9e46-10eed1cff547,8c66ef8a-177f-4c0d-853c-d4f219331d09,Dynamics 365 for Field Service
Dynamics 365 Team Members,7ac9fe77-66b7-4e5e-9e46-10eed1cff547,c0454a3d-32b5-4740-b090-78c32f48f0ad,Dynamics 365 for Retail Team members
Dynamics 365 Team Members,7ac9fe77-66b7-4e5e-9e46-10eed1cff547,643d201a-9884-45be-962a-06ba97062e5e,Dynamics 365 for Talent - Attract Experience Team Member
Dynamics 365 Team Members,7ac9fe77-66b7-4e5e-9e46-10eed1cff547,f2f49eef-4b3f-4853-809a-a055c6103fe0,Dynamics 365 for Talent - Onboard Experience
Dynamics 365 Team Members,7ac9fe77-66b7-4e5e-9e46-10eed1cff547,d5156635-0704-4f66-8803-93258f8b2678,Dynamics 365 for Talent Team members
Dynamics 365 Team Members,7ac9fe77-66b7-4e5e-9e46-10eed1cff547,4092fdb5-8d81-41d3-be76-aaba4074530b,Dynamics 365 Team Members
Dynamics 365 Team Members,7ac9fe77-66b7-4e5e-9e46-10eed1cff547,60bf28f9-2b70-4522-96f7-335f5e06c941,Power Pages Internal User
Dynamics 365 Team Members,7ac9fe77-66b7-4e5e-9e46-10eed1cff547,f5aa7b45-8a36-4cd1-bc37-5d06dea98645,Dynamics_365_for_Operations_Team_members
Dynamics 365 Team Members,7ac9fe77-66b7-4e5e-9e46-10eed1cff547,0b2c029c-dca0-454a-a336-887285d6ef07,Dynamics 365 Guides
Dynamics 365 Team Members,7ac9fe77-66b7-4e5e-9e46-10eed1cff547,4f4c7800-298a-4e22-8867-96b17850d4dd,Dynamics 365 Remote Assist
Dynamics 365 Team Members,7ac9fe77-66b7-4e5e-9e46-10eed1cff547,816971f4-37c5-424a-b12b-b56881f402e7,Power Apps for Guides
Dynamics 365 Team Members,7ac9fe77-66b7-4e5e-9e46-10eed1cff547,113feb6c-3fe4-4440-bddc-54d774bf0318,Exchange Foundation
Dynamics 365 Team Members,7ac9fe77-66b7-4e5e-9e46-10eed1cff547,57ff2da0-773e-42df-b2af-ffb7a2317929,Microsoft Teams
Dynamics 365 Team Members,7ac9fe77-66b7-4e5e-9e46-10eed1cff547,e95bec33-7c88-4a70-8e19-b10bd9d0c014,Office for the Web
Dynamics 365 Team Members,7ac9fe77-66b7-4e5e-9e46-10eed1cff547,1259157c-8581-4875-bca7-2ffb18c51bda,Project Online Essentials
Dynamics 365 Team Members,7ac9fe77-66b7-4e5e-9e46-10eed1cff547,5dbe027f-2339-4123-9542-606e4d348a72,SharePoint (Plan 2)
Dynamics 365 Team Members,7ac9fe77-66b7-4e5e-9e46-10eed1cff547,52e619e2-2730-439a-b0d3-d09ab7e8b705,Power Apps for Dynamics 365
Dynamics 365 Team Members,7ac9fe77-66b7-4e5e-9e46-10eed1cff547,7e6d7d78-73de-46ba-83b1-6d25117334ba,Power Automate for Dynamics 365
Dynamics 365 Team Members,7ac9fe77-66b7-4e5e-9e46-10eed1cff547,1ec58c70-f69c-486a-8109-4b87ce86e449,Power Automate for Dynamics 365
Dynamics 365 UNF OPS Plan ENT Edition,ccba3cfe-71ef-423a-bd87-b6df3dce59a9,d1142cfd-872e-4e77-b6ff-d98ec5a51f66,COMMON DATA SERVICE
Dynamics 365 UNF OPS Plan ENT Edition,ccba3cfe-71ef-423a-bd87-b6df3dce59a9,65a1ebf4-6732-4f00-9dcb-3d115ffdeecd,DYNAMICS 365 FOR TALENT
Dynamics 365 UNF OPS Plan ENT Edition,ccba3cfe-71ef-423a-bd87-b6df3dce59a9,95d2cd7b-1007-484b-8595-5e97e63fe189,DYNAMICS 365 FOR_OPERATIONS
Dynamics 365 UNF OPS Plan ENT Edition,ccba3cfe-71ef-423a-bd87-b6df3dce59a9,a9e39199-8369-444b-89c1-5fe65ec45665,DYNAMICS 365 FOR RETAIL
Dynamics 365 UNF OPS Plan ENT Edition,ccba3cfe-71ef-423a-bd87-b6df3dce59a9,f815ac79-c5dd-4bcc-9b78-d97f7b817d0d,DYNAMICS 365 HIRING FREE PLAN
Dynamics 365 UNF OPS Plan ENT Edition,ccba3cfe-71ef-423a-bd87-b6df3dce59a9,300b8114-8555-4313-b861-0c115d820f50,DYNAMICS 365 FOR TALENT: ONBOARD
Dynamics 365 UNF OPS Plan ENT Edition,ccba3cfe-71ef-423a-bd87-b6df3dce59a9,b650d915-9886-424b-a08d-633cede56f57,FLOW FOR DYNAMICS 36
Dynamics 365 UNF OPS Plan ENT Edition,ccba3cfe-71ef-423a-bd87-b6df3dce59a9,0b03f40b-c404-40c3-8651-2aceb74365fa,POWERAPPS FOR DYNAMICS 365
Enterprise Mobility + Security A3 for Faculty,aedfac18-56b8-45e3-969b-53edb4ba4952,113feb6c-3fe4-4440-bddc-54d774bf0318,Exchange Foundation
Enterprise Mobility + Security A3 for Faculty,aedfac18-56b8-45e3-969b-53edb4ba4952,3a3976ce-de18-4a87-a78e-5e9245e252df,Microsoft Entra ID for Education
Enterprise Mobility + Security A3 for Faculty,aedfac18-56b8-45e3-969b-53edb4ba4952,41781fb2-bc02-4b7c-bd55-b576c07bb09d,Microsoft Entra ID P1
Enterprise Mobility + Security A3 for Faculty,aedfac18-56b8-45e3-969b-53edb4ba4952,6c57d4b6-3b23-47a5-9bc9-69f17b4947b3,Azure Information Protection Premium P1
Enterprise Mobility + Security A3 for Faculty,aedfac18-56b8-45e3-969b-53edb4ba4952,bea4c11e-220a-4e6d-8eb8-8ea15d019f90,Azure Rights Management
Enterprise Mobility + Security A3 for Faculty,aedfac18-56b8-45e3-969b-53edb4ba4952,8a256a2b-b617-496d-b51b-e76466e88db0,Microsoft Azure Multi-Factor Authentication
Enterprise Mobility + Security A3 for Faculty,aedfac18-56b8-45e3-969b-53edb4ba4952,932ad362-64a8-4783-9106-97849a1a30b9,Microsoft Defender for Cloud Apps Discovery
Enterprise Mobility + Security A3 for Faculty,aedfac18-56b8-45e3-969b-53edb4ba4952,c1ec4a95-1f05-45b3-a911-aa3fa01094f5,Microsoft Intune
Enterprise Mobility + Security A3 for Faculty,aedfac18-56b8-45e3-969b-53edb4ba4952,da24caf9-af8e-485c-b7c8-e73336da2693,Microsoft Intune for Education
Enterprise Mobility + Security A3 for Faculty,aedfac18-56b8-45e3-969b-53edb4ba4952,a420f25f-a7b3-4ff5-a9d0-5d58f73b537d,Windows Store Service
Enterprise Mobility + Security E3,efccb6f7-5641-4e0e-bd10-b4976e1bf68e,41781fb2-bc02-4b7c-bd55-b576c07bb09d,Microsoft Entra ID P1
Enterprise Mobility + Security E3,efccb6f7-5641-4e0e-bd10-b4976e1bf68e,6c57d4b6-3b23-47a5-9bc9-69f17b4947b3,AZURE INFORMATION PROTECTION PREMIUM P1
Enterprise Mobility + Security E3,efccb6f7-5641-4e0e-bd10-b4976e1bf68e,932ad362-64a8-4783-9106-97849a1a30b9,CLOUD APP SECURITY DISCOVERY
Enterprise Mobility + Security E3,efccb6f7-5641-4e0e-bd10-b4976e1bf68e,113feb6c-3fe4-4440-bddc-54d774bf0318,EXCHANGE FOUNDATION
Enterprise Mobility + Security E3,efccb6f7-5641-4e0e-bd10-b4976e1bf68e,bea4c11e-220a-4e6d-8eb8-8ea15d019f90,Microsoft Entra RIGHTS
Enterprise Mobility + Security E3,efccb6f7-5641-4e0e-bd10-b4976e1bf68e,8a256a2b-b617-496d-b51b-e76466e88db0,MICROSOFT AZURE MULTI-FACTOR AUTHENTICATION
Enterprise Mobility + Security E3,efccb6f7-5641-4e0e-bd10-b4976e1bf68e,c1ec4a95-1f05-45b3-a911-aa3fa01094f5,MICROSOFT INTUNE
Enterprise Mobility + Security E5,b05e124f-c7cc-45a0-a6aa-8cf78c946968,41781fb2-bc02-4b7c-bd55-b576c07bb09d,Microsoft Entra ID P1
Enterprise Mobility + Security E5,b05e124f-c7cc-45a0-a6aa-8cf78c946968,eec0eb4f-6444-4f95-aba0-50c24d67f998,Microsoft Entra ID P2
Enterprise Mobility + Security E5,b05e124f-c7cc-45a0-a6aa-8cf78c946968,6c57d4b6-3b23-47a5-9bc9-69f17b4947b3,AZURE INFORMATION PROTECTION PREMIUM P1
Enterprise Mobility + Security E5,b05e124f-c7cc-45a0-a6aa-8cf78c946968,5689bec4-755d-4753-8b61-40975025187c,AZURE INFORMATION PROTECTION PREMIUM P2
Enterprise Mobility + Security E5,b05e124f-c7cc-45a0-a6aa-8cf78c946968,113feb6c-3fe4-4440-bddc-54d774bf0318,EXCHANGE FOUNDATION
Enterprise Mobility + Security E5,b05e124f-c7cc-45a0-a6aa-8cf78c946968,bea4c11e-220a-4e6d-8eb8-8ea15d019f90,Microsoft Entra RIGHTS
Enterprise Mobility + Security E5,b05e124f-c7cc-45a0-a6aa-8cf78c946968,8a256a2b-b617-496d-b51b-e76466e88db0,MICROSOFT AZURE MULTI-FACTOR AUTHENTICATION
Enterprise Mobility + Security E5,b05e124f-c7cc-45a0-a6aa-8cf78c946968,2e2ddb96-6af9-4b1d-a3f0-d6ecfd22edb2,MICROSOFT CLOUD APP SECURITY
Enterprise Mobility + Security E5,b05e124f-c7cc-45a0-a6aa-8cf78c946968,14ab5db5-e6c4-4b20-b4bc-13e36fd2227f,MICROSOFT DEFENDER FOR IDENTITY
Enterprise Mobility + Security E5,b05e124f-c7cc-45a0-a6aa-8cf78c946968,c1ec4a95-1f05-45b3-a911-aa3fa01094f5,MICROSOFT INTUNE
Enterprise Mobility + Security E5_USGOV_GCCHIGH,a461b89c-10e3-471c-82b8-aae4d820fccb,113feb6c-3fe4-4440-bddc-54d774bf0318,Exchange Foundation
Enterprise Mobility + Security E5_USGOV_GCCHIGH,a461b89c-10e3-471c-82b8-aae4d820fccb,6c57d4b6-3b23-47a5-9bc9-69f17b4947b3,Azure Information Protection Premium P1
Enterprise Mobility + Security E5_USGOV_GCCHIGH,a461b89c-10e3-471c-82b8-aae4d820fccb,5689bec4-755d-4753-8b61-40975025187c,Azure Information Protection Premium P2
Enterprise Mobility + Security E5_USGOV_GCCHIGH,a461b89c-10e3-471c-82b8-aae4d820fccb,bea4c11e-220a-4e6d-8eb8-8ea15d019f90,Azure Rights Management
Enterprise Mobility + Security E5_USGOV_GCCHIGH,a461b89c-10e3-471c-82b8-aae4d820fccb,8a256a2b-b617-496d-b51b-e76466e88db0,Microsoft Azure Multi-Factor Authentication
Enterprise Mobility + Security E5_USGOV_GCCHIGH,a461b89c-10e3-471c-82b8-aae4d820fccb,2e2ddb96-6af9-4b1d-a3f0-d6ecfd22edb2,Microsoft Defender for Cloud Apps
Enterprise Mobility + Security E5_USGOV_GCCHIGH,a461b89c-10e3-471c-82b8-aae4d820fccb,14ab5db5-e6c4-4b20-b4bc-13e36fd2227f,Microsoft Defender for Identity
Enterprise Mobility + Security E5_USGOV_GCCHIGH,a461b89c-10e3-471c-82b8-aae4d820fccb,41781fb2-bc02-4b7c-bd55-b576c07bb09d,Microsoft Entra ID P1
Enterprise Mobility + Security E5_USGOV_GCCHIGH,a461b89c-10e3-471c-82b8-aae4d820fccb,eec0eb4f-6444-4f95-aba0-50c24d67f998,Microsoft Entra ID P2
Enterprise Mobility + Security E5_USGOV_GCCHIGH,a461b89c-10e3-471c-82b8-aae4d820fccb,c1ec4a95-1f05-45b3-a911-aa3fa01094f5,Microsoft Intune Plan 1
Enterprise Mobility + Security G3 GCC,c793db86-5237-494e-9b11-dcd4877c2c8c,41781fb2-bc02-4b7c-bd55-b576c07bb09d,Microsoft Entra ID P1
Enterprise Mobility + Security G3 GCC,c793db86-5237-494e-9b11-dcd4877c2c8c,6c57d4b6-3b23-47a5-9bc9-69f17b4947b3,Azure Information Protection Premium P1
Enterprise Mobility + Security G3 GCC,c793db86-5237-494e-9b11-dcd4877c2c8c,932ad362-64a8-4783-9106-97849a1a30b9,Cloud App Security Discovery
Enterprise Mobility + Security G3 GCC,c793db86-5237-494e-9b11-dcd4877c2c8c,922ba911-5694-4e99-a794-73aed9bfeec8,Exchange Foundation for Government
Enterprise Mobility + Security G3 GCC,c793db86-5237-494e-9b11-dcd4877c2c8c,bea4c11e-220a-4e6d-8eb8-8ea15d019f90,Microsoft Entra Rights
Enterprise Mobility + Security G3 GCC,c793db86-5237-494e-9b11-dcd4877c2c8c,8a256a2b-b617-496d-b51b-e76466e88db0,Microsoft Azure Multi-Factor Authentication
Enterprise Mobility + Security G3 GCC,c793db86-5237-494e-9b11-dcd4877c2c8c,c1ec4a95-1f05-45b3-a911-aa3fa01094f5,Microsoft Intune
Enterprise Mobility + Security G5 GCC,8a180c2b-f4cf-4d44-897c-3d32acc4a60b,41781fb2-bc02-4b7c-bd55-b576c07bb09d,Microsoft Entra ID P1
Enterprise Mobility + Security G5 GCC,8a180c2b-f4cf-4d44-897c-3d32acc4a60b,eec0eb4f-6444-4f95-aba0-50c24d67f998,Microsoft Entra ID P2
Enterprise Mobility + Security G5 GCC,8a180c2b-f4cf-4d44-897c-3d32acc4a60b,6c57d4b6-3b23-47a5-9bc9-69f17b4947b3,Azure Information Protection Premium P1
Enterprise Mobility + Security G5 GCC,8a180c2b-f4cf-4d44-897c-3d32acc4a60b,5689bec4-755d-4753-8b61-40975025187c,Azure Information Protection Premium P2
Enterprise Mobility + Security G5 GCC,8a180c2b-f4cf-4d44-897c-3d32acc4a60b,922ba911-5694-4e99-a794-73aed9bfeec8,Exchange Foundation for Government
Enterprise Mobility + Security G5 GCC,8a180c2b-f4cf-4d44-897c-3d32acc4a60b,bea4c11e-220a-4e6d-8eb8-8ea15d019f90,Microsoft Entra Rights
Enterprise Mobility + Security G5 GCC,8a180c2b-f4cf-4d44-897c-3d32acc4a60b,8a256a2b-b617-496d-b51b-e76466e88db0,Microsoft Azure Multi-Factor Authentication
Enterprise Mobility + Security G5 GCC,8a180c2b-f4cf-4d44-897c-3d32acc4a60b,2e2ddb96-6af9-4b1d-a3f0-d6ecfd22edb2,Microsoft Cloud App Security
Enterprise Mobility + Security G5 GCC,8a180c2b-f4cf-4d44-897c-3d32acc4a60b,14ab5db5-e6c4-4b20-b4bc-13e36fd2227f,Microsoft Defender for Identity
Enterprise Mobility + Security G5 GCC,8a180c2b-f4cf-4d44-897c-3d32acc4a60b,c1ec4a95-1f05-45b3-a911-aa3fa01094f5,Microsoft Intune
Exchange Enterprise CAL Services (EOP DLP),e8ecdf70-47a8-4d39-9d15-093624b7f640,75badc48-628e-4446-8460-41344d73abd6,Exchange Enterprise CAL Services (EOP DLP)
Exchange Enterprise CAL Services (EOP DLP),e8ecdf70-47a8-4d39-9d15-093624b7f640,bea4c11e-220a-4e6d-8eb8-8ea15d019f90,Microsoft Entra Rights
Exchange Online (Plan 1),4b9405b0-7788-4568-add1-99614e613b69,9aaf7827-d63c-4b61-89c3-182f06f82e5c,Exchange Online (Plan 1)
Exchange Online (Plan 1),4b9405b0-7788-4568-add1-99614e613b69,882e1d05-acd1-4ccb-8708-6ee03664b117,Mobile Device Management for Office 365
Exchange Online (Plan 1),4b9405b0-7788-4568-add1-99614e613b69,5e62787c-c316-451f-b873-1d05acd4d12c,To-Do (Plan 1)
Exchange Online (Plan 1) for Alumni with Yammer,aa0f9eb7-eff2-4943-8424-226fb137fcad,9aaf7827-d63c-4b61-89c3-182f06f82e5c,Exchange Online (Plan 1)
Exchange Online (Plan 1) for Alumni with Yammer,aa0f9eb7-eff2-4943-8424-226fb137fcad,882e1d05-acd1-4ccb-8708-6ee03664b117,Mobile Device Management for Office 365
Exchange Online (Plan 1) for Alumni with Yammer,aa0f9eb7-eff2-4943-8424-226fb137fcad,2078e8df-cff6-4290-98cb-5408261a760a,Yammer for Academic
Exchange Online (Plan 1) for Students,ad2fe44a-915d-4e2b-ade1-6766d50a9d9c,9aaf7827-d63c-4b61-89c3-182f06f82e5c,Exchange Online (Plan 1)
Exchange Online (Plan 1) for Students,ad2fe44a-915d-4e2b-ade1-6766d50a9d9c,882e1d05-acd1-4ccb-8708-6ee03664b117,Mobile Device Management for Office 365
Exchange Online (Plan 1) for Students,ad2fe44a-915d-4e2b-ade1-6766d50a9d9c,5e62787c-c316-451f-b873-1d05acd4d12c,To-Do (Plan 1)
Exchange Online (Plan 1) for Students,ad2fe44a-915d-4e2b-ade1-6766d50a9d9c,31cf2cfc-6b0d-4adc-a336-88b724ed8122,Microsoft Azure Rights Management Service
Exchange Online (Plan 1) for GCC,f37d5ebf-4bf1-4aa2-8fa3-50c51059e983,e9b4930a-925f-45e2-ac2a-3f7788ca6fdd,Exchange Online (Plan 1) for Government
Exchange Online (Plan 1) for GCC,f37d5ebf-4bf1-4aa2-8fa3-50c51059e983,882e1d05-acd1-4ccb-8708-6ee03664b117,Mobile Device Management for Office 365
Exchange Online (Plan 2),19ec0d23-8335-4cbd-94ac-6050e30712fa,efb87545-963c-4e0d-99df-69c6916d9eb0,EXCHANGE ONLINE (PLAN 2)
Exchange Online (Plan 2) for Faculty,0b7b15a8-7fd2-4964-bb96-5a566d4e3c15,efb87545-963c-4e0d-99df-69c6916d9eb0,Exchange Online (Plan 2)
Exchange Online (Plan 2) for Faculty,0b7b15a8-7fd2-4964-bb96-5a566d4e3c15,882e1d05-acd1-4ccb-8708-6ee03664b117,Mobile Device Management for Office 365
Exchange Online (Plan 2) for Faculty,0b7b15a8-7fd2-4964-bb96-5a566d4e3c15,5e62787c-c316-451f-b873-1d05acd4d12c,To-Do (Plan 1)
Exchange Online (Plan 2) for Faculty,0b7b15a8-7fd2-4964-bb96-5a566d4e3c15,31cf2cfc-6b0d-4adc-a336-88b724ed8122,Microsoft Azure Rights Management Service
Exchange Online Archiving for Exchange Online,ee02fd1b-340e-4a4b-b355-4a514e4c8943,176a09a6-7ec5-4039-ac02-b2791c6ba793,EXCHANGE ONLINE ARCHIVING FOR EXCHANGE ONLINE
Exchange Online Archiving for Exchange Server,90b5e015-709a-4b8b-b08e-3200f994494c,da040e0a-b393-4bea-bb76-928b3fa1cf5a,EXCHANGE ONLINE ARCHIVING FOR EXCHANGE SERVER
Exchange Online Essentials (ExO P1 Based),7fc0182e-d107-4556-8329-7caaa511197b,9aaf7827-d63c-4b61-89c3-182f06f82e5c,EXCHANGE ONLINE (PLAN 1)
Exchange Online Essentials,e8f81a67-bd96-4074-b108-cf193eb9433b,1126bef5-da20-4f07-b45e-ad25d2581aa8,EXCHANGE ESSENTIALS
Exchange Online Essentials,e8f81a67-bd96-4074-b108-cf193eb9433b,5e62787c-c316-451f-b873-1d05acd4d12c,TO-DO (PLAN 1)
Exchange Online Kiosk,80b2d799-d2ba-4d2a-8842-fb0d0f3a4b82,4a82b400-a79f-41a4-b4e2-e94f5787b113,EXCHANGE ONLINE KIOSK
Exchange Online POP,cb0a98a8-11bc-494c-83d9-c1b1ac65327e,90927877-dcff-4af6-b346-2332c0b15bb7,EXCHANGE ONLINE POP
Exchange Online Protection,45a2423b-e884-448d-a831-d9e139c52d2f,326e2b78-9d27-42c9-8509-46c827743a17,Exchange Online Protection
Intune,061f9ace-7d42-4136-88ac-31dc755f143f,c1ec4a95-1f05-45b3-a911-aa3fa01094f5,MICROSOFT INTUNE
Intune for Education,d9d89b70-a645-4c24-b041-8d3cb1884ec7,113feb6c-3fe4-4440-bddc-54d774bf0318,Exchange Foundation
Intune for Education,d9d89b70-a645-4c24-b041-8d3cb1884ec7,3a3976ce-de18-4a87-a78e-5e9245e252df,Microsoft Entra ID for Education
Intune for Education,d9d89b70-a645-4c24-b041-8d3cb1884ec7,c1ec4a95-1f05-45b3-a911-aa3fa01094f5,Microsoft Intune
Intune for Education,d9d89b70-a645-4c24-b041-8d3cb1884ec7,da24caf9-af8e-485c-b7c8-e73336da2693,Microsoft Intune for Education
Intune for Education,d9d89b70-a645-4c24-b041-8d3cb1884ec7,a420f25f-a7b3-4ff5-a9d0-5d58f73b537d,Windows Store Service
Microsoft Dynamics AX7 User Trial,fcecd1f9-a91e-488d-a918-a96cdb6ce2b0,e2f705fd-2468-4090-8c58-fad6e6b1e724,Dynamics 365 Operations Trial Environment
Microsoft Dynamics AX7 User Trial,fcecd1f9-a91e-488d-a918-a96cdb6ce2b0,113feb6c-3fe4-4440-bddc-54d774bf0318,Exchange Foundation
Microsoft Dynamics CRM Online Basic for Government,3856cd1b-8033-458e-8d0f-9909ec6e6e6d,3d53f6d9-d6e0-45c1-9575-6acd77692584,Microsoft Dynamics CRM Online Government Basic
Microsoft Dynamics CRM Online Basic for Government,3856cd1b-8033-458e-8d0f-9909ec6e6e6d,113feb6c-3fe4-4440-bddc-54d774bf0318,Exchange Foundation
Microsoft Dynamics CRM Online Basic for Government,3856cd1b-8033-458e-8d0f-9909ec6e6e6d,2c6af4f1-e7b6-4d59-bbc8-eaa884f42d69,Power Automate for Dynamics 365 for Government
Microsoft Dynamics CRM Online Basic for Government,3856cd1b-8033-458e-8d0f-9909ec6e6e6d,3089c02b-e533-4b73-96a5-01fa648c3c3c,PowerApps for Dynamics 365 for Government
Microsoft Dynamics CRM Online for Government,ba051a1a-4c3d-4ccd-9890-6fa6a4e696e7,2b8c7c8c-9db5-44a5-a1dd-f4aa5b97b372,Microsoft Dynamics CRM Online Professional for Government
Microsoft Dynamics CRM Online for Government,ba051a1a-4c3d-4ccd-9890-6fa6a4e696e7,113feb6c-3fe4-4440-bddc-54d774bf0318,Exchange Foundation
Microsoft Dynamics CRM Online for Government,ba051a1a-4c3d-4ccd-9890-6fa6a4e696e7,2c6af4f1-e7b6-4d59-bbc8-eaa884f42d69,Power Automate for Dynamics 365 for Government
Microsoft Dynamics CRM Online for Government,ba051a1a-4c3d-4ccd-9890-6fa6a4e696e7,3089c02b-e533-4b73-96a5-01fa648c3c3c,PowerApps for Dynamics 365 for Government
Microsoft Azure Multi-Factor Authentication,cb2020b1-d8f6-41c0-9acd-8ff3d6d7831b,113feb6c-3fe4-4440-bddc-54d774bf0318,Exchange Foundation
Microsoft Azure Multi-Factor Authentication,cb2020b1-d8f6-41c0-9acd-8ff3d6d7831b,8a256a2b-b617-496d-b51b-e76466e88db0,Microsoft Azure Multi-Factor Authentication
Microsoft Defender for Office 365 (Plan 2),3dd6cf57-d688-4eed-ba52-9e40b5468c3e,bf28f719-7844-4079-9c78-c1307898e192,Microsoft 365 Defender
Microsoft Defender for Office 365 (Plan 2),3dd6cf57-d688-4eed-ba52-9e40b5468c3e,f20fedf3-f3c3-43c3-8267-2bfdd51c0939,Microsoft Defender for Office 365 (Plan 1)
Microsoft Defender for Office 365 (Plan 2),3dd6cf57-d688-4eed-ba52-9e40b5468c3e,8e0c0a52-6a6c-4d40-8370-dd62790dcd70,Microsoft Defender for Office 365 (Plan 2)
Microsoft 365 A1,b17653a4-2443-4e8c-a550-18249dda78bb,3a3976ce-de18-4a87-a78e-5e9245e252df,Microsoft Entra ID for Education
Microsoft 365 A1,b17653a4-2443-4e8c-a550-18249dda78bb,da24caf9-af8e-485c-b7c8-e73336da2693,Intune for Education
Microsoft 365 A1,b17653a4-2443-4e8c-a550-18249dda78bb,c1ec4a95-1f05-45b3-a911-aa3fa01094f5,Microsoft Intune
Microsoft 365 A1,b17653a4-2443-4e8c-a550-18249dda78bb,a420f25f-a7b3-4ff5-a9d0-5d58f73b537d,Windows Store Service
Microsoft 365 A3 for Faculty,4b590615-0888-425a-a965-b3bf7789848d,1d0f309f-fdf9-4b2a-9ae7-9c48b91f1426,Microsoft Entra ID Basic for Education
Microsoft 365 A3 for Faculty,4b590615-0888-425a-a965-b3bf7789848d,bea4c11e-220a-4e6d-8eb8-8ea15d019f90,Azure Rights Management
Microsoft 365 A3 for Faculty,4b590615-0888-425a-a965-b3bf7789848d,95b76021-6a53-4741-ab8b-1d1f3d66a95a,Common Data Service for Teams
Microsoft 365 A3 for Faculty,4b590615-0888-425a-a965-b3bf7789848d,a9b86446-fa4e-498f-a92a-41b447e03337,Education Analytics
Microsoft 365 A3 for Faculty,4b590615-0888-425a-a965-b3bf7789848d,efb87545-963c-4e0d-99df-69c6916d9eb0,Exchange Online (Plan 2)
Microsoft 365 A3 for Faculty,4b590615-0888-425a-a965-b3bf7789848d,c4801e8a-cb58-4c35-aca6-f2dcc106f287,Information Barriers
Microsoft 365 A3 for Faculty,4b590615-0888-425a-a965-b3bf7789848d,2b815d45-56e4-4e3a-b65c-66cb9175b560,Information Protection and Governance Analytics – Standard
Microsoft 365 A3 for Faculty,4b590615-0888-425a-a965-b3bf7789848d,5136a095-5cf0-4aff-bec3-e84448b38ea5,Information Protection for Office 365 - Standard
Microsoft 365 A3 for Faculty,4b590615-0888-425a-a965-b3bf7789848d,33c4f319-9bdd-48d6-9c4d-410b750a4a5a,Insights by MyAnalytics
Microsoft 365 A3 for Faculty,4b590615-0888-425a-a965-b3bf7789848d,43de0ff5-c92c-492b-9116-175376d08c38,Microsoft 365 Apps for enterprise
